Ekran Boyutu,İşletim Sistemi,Ekran Çözünürlüğü,Ekran Panel Tipi,Ekran Çözünürlük Biçimi,Ağırlık,Ram(Bellek) Boyutu,İşlemci Modeli,İşlemci Arttırılmış Frekans,İşlemci Çekirdek Sayısı,İşlemci Markası,İşlemci Temel Frekans,İşlemci Önbelleği,Ram(Bellek) Türü,SSD Boyutu,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ram(Bellek) Frekansı,Sabit Disk(HDD) Boyutu,Harici Ekran Kartı Belleği,Harici Ekran Kartı Modeli
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,16 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a2-amd-ryzen-7-6800h-16gb-2tb-ssd-rtx3070ti-windows-10-pro-17-3-tasinabilir-bilgisayar-fiyatlari,2107470872",Asus ROG Strix G713RW-KH095A2 AMD Ryzen 7 6800H 16GB 2TB SSD RTX3070Ti Windows 10 Pro 17.3 Taşınabilir Bilgisayar,54149.0,54313,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,32 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a33-amd-ryzen-7-6800h-32gb-512gb-ssd-rtx3070ti-freedos-17-3-tasinabilir-bilgisayar-fiyatlari,2107470855",Asus ROG Strix G713RW-KH095A33 AMD Ryzen 7 6800H 32GB 512GB SSD RTX3070Ti Freedos 17.3 Taşınabilir Bilgisayar,53299.0,53469,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,64 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a34-amd-ryzen-7-6800h-64gb-1tb-ssd-rtx3070ti-freedos-17-3-tasinabilir-bilgisayar-fiyatlari,2107470525",Asus ROG Strix G713RW-KH095A34 AMD Ryzen 7 6800H 64GB 1TB SSD RTX3070Ti Freedos 17.3 Taşınabilir Bilgisayar,57129.0,57287,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,32 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a24-amd-ryzen-7-6800h-32gb-512gb-ssd-rtx3070ti-windows-11-pro-17-3-tasinabilir-bilgisayar-fiyatlari,2107470865",Asus ROG Strix G713RW-KH095A24 AMD Ryzen 7 6800H 32GB 512GB SSD RTX3070Ti Windows 11 Pro 17.3 Taşınabilir Bilgisayar,55019.0,55181,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
15.6 inç,Windows,3200x1800 Piksel,OLED,UHD,,16 GB,Intel Core i7-12700H,4.70 GHz,14 Çekirdek,Intel,3.50 GHz,24 MB,DDR5,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-xps159520adlp2400-xps-15-9520-ci7-12700h-4-70-ghz-16-gb-ram-1-tb-ssd-rtx3050ti-4g-15-6-win-11-pr-dizustu-bilgisayar-fiyatlari,2066752819","Dell Xps159520adlp2400 Xps 15 9520 Ci7-12700h 4.70 Ghz 16 Gb Ram 1 Tb Ssd Rtx3050ti-4g 15.6"" Win 11 Pr Dizüstü Bilgisayar",58879.0,58879,4800 MHz,,4 GB,NVIDIA GeForce RTX 3050 Ti
17.3 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,16 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a29-amd-ryzen-7-6800h-16gb-2tb-ssd-rtx3070ti-freedos-17-3-tasinabilir-bilgisayar-fiyatlari,2107470860",Asus ROG Strix G713RW-KH095A29 AMD Ryzen 7 6800H 16GB 2TB SSD RTX3070Ti Freedos 17.3 Taşınabilir Bilgisayar,52439.0,52609,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,24 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx003-mws-thinkpad-p17-g2-i7-11800h-24gb-500gb-ssd-4gb-a2000-w10p-17-3-is-istasyonu-fiyatlari,2090368218","Lenovo 20YU001XTX003 MWS ThinkPad P17 G2 i7-11800H 24GB 500GB SSD 4GB A2000 W10P 17.3"" İş İstasyonu",62188.61,63526,3200 MHz,,4 GB,NVIDIA RTX A2000
17.3 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,32 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a31-amd-ryzen-7-6800h-32gb-1tb-ssd-rtx3070ti-freedos-17-3-tasinabilir-bilgisayar-fiyatlari,2107470857",Asus ROG Strix G713RW-KH095A31 AMD Ryzen 7 6800H 32GB 1TB SSD RTX3070Ti Freedos 17.3 Taşınabilir Bilgisayar,52559.0,52731,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,32 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a22-amd-ryzen-7-6800h-32gb-1tb-ssd-rtx3070ti-windows-11-pro-17-3-tasinabilir-bilgisayar-fiyatlari,2107470867",Asus ROG Strix G713RW-KH095A22 AMD Ryzen 7 6800H 32GB 1TB SSD RTX3070Ti Windows 11 Pro 17.3 Taşınabilir Bilgisayar,54269.0,54435,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,32 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a15-amd-ryzen-7-6800h-32gb-512gb-ssd-rtx3070ti-windows-10-home-17-3-tasinabilir-bilgisayar-fiyatlari,2107470878",Asus ROG Strix G713RW-KH095A15 AMD Ryzen 7 6800H 32GB 512GB SSD RTX3070Ti Windows 10 Home 17.3 Taşınabilir Bilgisayar,54639.0,54806,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,32 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx019-mws-thinkpad-p17-g2-i7-11800h-32gb-1tb-ssd-4gb-a2000-w10p-17-3-is-istasyonu-fiyatlari,2090368049","Lenovo 20YU001XTX019 MWS ThinkPad P17 G2 i7-11800H 32GB 1TB SSD 4GB A2000 W10P 17.3"" İş İstasyonu",62926.31,65059,3200 MHz,,4 GB,NVIDIA RTX A2000
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,20 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx010-mws-thinkpad-p15-g2-i7-11800h-20-gb-512-gb-ssd-6-gb-rtx-a3000-windows-10-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092209177",Lenovo 20YQ000STX010 Mws Thinkpad P15 G2 İ7-11800h 20 GB 512 GB SSD 6 GB Rtx A3000 Windows 10 Pro 15.6 inç Mobil İş İstasyonu,67254.18,68701,3200 MHz,,6 GB,NVIDIA RTX A3000
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,24 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx058-mws-thinkpad-p15-g2-i7-11800h-24-gb-2-tb-ssd-6-gb-rtx-a3000-windows-11-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092202022",Lenovo 20YQ000STX058 MWS ThinkPad P15 G2 i7-11800H 24 GB 2 TB SSD 6 GB RTX A3000 Windows 11 Pro 15.6 inç Mobil İş İstasyonu,70942.72,72469,3200 MHz,,6 GB,NVIDIA RTX A3000
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,16 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx040-mws-thinkpad-p15-g2-i7-11800h-16-gb-512-gb-ssd-6-gb-rtx-a3000-windows-11-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092209139",Lenovo 20YQ000STX040 Mws Thinkpad P15 G2 İ7-11800h 16 GB 512 GB SSD 6 GB Rtx A3000 Windows 11 Pro 15.6 inç Mobil İş İstasyonu,66885.33,68324,3200 MHz,,6 GB,NVIDIA RTX A3000
17.3 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,64 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx007-mws-thinkpad-p17-g2-i7-11800h-64gb-500gb-ssd-4gb-a2000-w10p-17-3-is-istasyonu-fiyatlari,2090366496","Lenovo 20YU001XTX007 MWS ThinkPad P17 G2 i7-11800H 64GB 500GB SSD 4GB A2000 W10P 17.3"" İş İstasyonu",64647.63,66038,3200 MHz,,4 GB,NVIDIA RTX A2000
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,32 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx027-mws-thinkpad-p15-g2-i7-11800h-32-gb-2-tb-ssd-6-gb-rtx-a3000-windows-10-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092209208",Lenovo 20YQ000STX027 Mws Thinkpad P15 G2 İ7-11800h 32 GB 2 TB SSD 6 GB Rtx A3000 Windows 10 Pro 15.6 inç Mobil İş İstasyonu,71188.62,73602,3200 MHz,,6 GB,NVIDIA RTX A3000
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,24 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx034-mws-thinkpad-p15-g2-i7-11800h-24-gb-500-gb-ssd-6-gb-rtx-a3000-windows-11-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092209221",Lenovo 20YQ000STX034 Mws Thinkpad P15 G2 İ7-11800h 24 GB 500 GB SSD 6 GB Rtx A3000 Windows 11 Pro 15.6 inç Mobil İş İstasyonu,67623.03,69078,3200 MHz,,6 GB,NVIDIA RTX A3000
17.3 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,32 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx051-mws-thinkpad-p17-g2-i7-11800h-32gb-1tb-ssd-4gb-a2000-w11p-17-3-is-istasyonu-fiyatlari,2090368019","Lenovo 20YU001XTX051 MWS ThinkPad P17 G2 i7-11800H 32GB 1TB SSD 4GB A2000 W11P 17.3"" İş İstasyonu",62926.31,64280,3200 MHz,,4 GB,NVIDIA RTX A2000
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,40 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq001ntx006-mws-thinkpad-p15-g2-i7-11800h-40gb-500gb-ssd-4gb-t1200-windows-10-pro-15-6-mobil-is-istasyonu-fiyatlari,2090349474","Lenovo 20Yq001NTX006 Mws Thinkpad P15 G2 İ7-11800h 40gb 500gb Ssd 4gb T1200 Windows 10 Pro 15.6"" Mobil İş İstasyonu",55377.12,56645,3200 MHz,,4 GB,NVIDIA T1200
17.3 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,24 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx042-mws-thinkpad-p17-g2-i7-11800h-24gb-512gb-ssd-4gb-a2000-w11p-17-3-is-istasyonu-fiyatlari,2090369134","Lenovo 20YU001XTX042 MWS ThinkPad P17 G2 i7-11800H 24GB 512GB SSD 4GB A2000 W11P 17.3"" İş İstasyonu",62188.61,63526,3200 MHz,,4 GB,NVIDIA RTX A2000
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,40 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq001ntx037-mws-thinkpad-p15-g2-i7-11800h-40gb-500gb-ssd-4gb-t1200-windows-11-pro-15-6-mobil-is-istasyonu-fiyatlari,2090349473","Lenovo 20YQ001NTX037 Mws Thinkpad P15 G2 İ7-11800h 40gb 500gb Ssd 4gb T1200 Windows 11 Pro 15.6"" Mobil İş İstasyonu",55377.12,56264,3200 MHz,,4 GB,NVIDIA T1200
15.6 inç,Windows,3456x2160 Piksel,OLED,QHD+,1.96 kg,16 GB,Intel Core i7-12700H,4.70 GHz,14 Çekirdek,Intel,3.50 GHz,24 MB,DDR5,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-xps159520adlp1300-xps-15-9520-ci7-12700h-4-70-ghz-16-gb-ram-512-gb-ssd-rtx3050ti-4g-15-6win-11-pro-dizustu-bilgisayar-fiyatlari,2066752821","Dell Xps159520adlp1300 Xps 15 9520 Ci7-12700h 4.70 Ghz 16 Gb Ram 512 Gb Ssd Rtx3050ti-4g 15.6""Win 11 Pro Dizüstü Bilgisayar",56259.03,57999,4800 MHz,,4 GB,NVIDIA GeForce RTX 3050 Ti
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,16 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a10-amd-ryzen-7-6800h-16gb-1tb-ssd-rtx3070ti-windows-10-home-17-3-tasinabilir-bilgisyar-fiyatlari,2107470883",Asus ROG Strix G713RW-KH095A10 AMD Ryzen 7 6800H 16GB 1TB SSD RTX3070Ti Windows 10 Home 17.3  Taşınabilir Bilgisyar,52279.0,52449,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,24 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx018-mws-thinkpad-p17-g2-i7-11800h-24gb-1tb-ssd-4gb-a2000-w10p-17-3-is-istasyonu-fiyatlari,2090368358","Lenovo 20YU001XTX018 MWS ThinkPad P17 G2 i7-11800H 24GB 1TB SSD 4GB A2000 W10P 17.3"" İş İstasyonu",62680.41,64029,3200 MHz,,4 GB,NVIDIA RTX A2000
17.3 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,32 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx059-mws-thinkpad-p17-g2-i7-11800h-32gb-2tb-ssd-4gb-a2000-w11p-17-3-is-istasyonu-fiyatlari,2090367902","Lenovo 20YU001XTX059 MWS ThinkPad P17 G2 i7-11800H 32GB 2TB SSD 4GB A2000 W11P 17.3"" İş İstasyonu",66000.09,67420,3200 MHz,,4 GB,NVIDIA RTX A2000
17.3 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,3.56 kg,32 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yu001xtx004-mws-thinkpad-p17-g2-i7-11800h-32gb-500gb-ssd-4gb-a2000-w10p-17-3-is-istasyonu-fiyatlari,2090367862","Lenovo 20YU001XTX004 MWS ThinkPad P17 G2 i7-11800H 32GB 500GB SSD 4GB A2000 W10P 17.3"" İş İstasyonu",62434.5,63777,3200 MHz,,4 GB,NVIDIA RTX A2000
17.0 inç,Windows,1920x1200 Piksel,,,,16 GB,Intel Core i7-11850H,4.80 GHz,8 Çekirdek,Intel,,24 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-xctop5760emea-1-precision-m5760-intel-core-i7-11850h-16-gb-ram-256-gb-ssd-4-gb-rtxa2000-17-w10p-tasinabilir-bilgisayar-fiyatlari,1405877680","Dell XCTOP5760EMEA-1 Precision M5760 Intel Core i7-11850H 16 GB Ram 256 GB SSD 4 GB RTXA2000 17"" W10P Taşınabilir Bilgisayar",64458.77,68050,3200 MHz,,4 GB,NVIDIA RTX A2000
15.6 inç,,1920x1080 Piksel,LED (IPS),FHD,1.79 kg,32 GB,Intel Core i7-11850H,4.80 GHz,8 Çekirdek,Intel,,24 MB,DDR4,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-314g0ea01-zbook-studio-g8-i7-11850h-32-gb-ram-2-tb-ssd-a2000-15-6-tasinabilir-bilgisayar-fiyatlari,1327842006","HP 314g0ea01 ZBook Studio G8 I7-11850h 32 GB Ram 2 TB SSD A2000 15.6"" Taşınabilir Bilgisayar",55099.05,57824,3200 MHz,,4 GB,NVIDIA RTX A2000
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,32 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a23-amd-ryzen-7-6800h-32gb-2tb-ssd-rtx3070ti-windows-11-pro-17-3-tasinabilir-bilgisayar-fiyatlari,2107470866",Asus ROG Strix G713RW-KH095A23 AMD Ryzen 7 6800H 32GB 2TB SSD RTX3070Ti Windows 11 Pro 17.3 Taşınabilir Bilgisayar,55769.0,55928,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
17.3 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,2.90 kg,64 GB,AMD Ryzen 7-6800H,4.70 GHz,8 Çekirdek,AMD,3.20 GHz,16 MB,DDR5,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-rog-strix-g713rw-kh095a25-amd-ryzen-7-6800h-64gb-1tb-ssd-rtx3070ti-windows-11-pro-17-3-tasinabilir-bilgisayar-fiyatlari,2107470864",Asus ROG Strix G713RW-KH095A25 AMD Ryzen 7 6800H 64GB 1TB SSD RTX3070Ti Windows 11 Pro 17.3 Taşınabilir Bilgisayar,58879.0,59030,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070 Ti
15.6 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.49 kg,8 GB,11850H,4.20 GHz,4 Çekirdek,Intel,1.60 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-ws-zbook-studio-g8-314g9ea-i7-11850h-32gb-1tb-ssd-8gb-rtx-3070-15-6-fullhd-windows10pro-tasinabilir-bilgisayar-fiyatlari,996065042","HP WS ZBook Studio G8 314G9EA i7-11850H 32GB 1TB SSD 8GB RTX 3070 15.6"" FullHD Windows10Pro Taşınabilir Bilgisayar",64799.0,68499,2666 MHz,1 TB,2 GB,NVIDIA Quadro P520
,Windows,1920x1080 Piksel,LED (TN),Full HD,1.61 kg,16 GB,Intel Core i7,5.00 GHz,4 Çekirdek,Intel,1.20 GHz,6 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20sn004htx-siyah-thinkpad-p17-gen-1-intel-core-i7-10750h-16gb-ram-512gb-ssd-windows-10-pro-fhd-laptop-notebook-fiyatlari,914101742",Lenovo 20SN004HTX Siyah Thinkpad P17 Gen 1 Intel Core I7 10750H 16GB RAM 512GB SSD Windows 10 Pro FHD Laptop - Notebook,73999.0,75376,3200 MHz,512 GB,2 GB,NVIDIA GeForce MX450
15.6 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.61 kg,32 GB,11850H,4.20 GHz,2 Çekirdek,Intel,1.20 GHz,3 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-ws-zbook-studio-g8-4f8h1ea-i7-11850h-32gb-1tb-ssd-4gb-rtx-a2000-15-6-fullhd-windows10pro-tasinabilir-bilgisayar-fiyatlari,997133204","HP WS ZBook Studio G8 4F8H1EA i7-11850H 32GB 1TB SSD 4GB RTX A2000 15.6"" FullHD Windows10Pro Taşınabilir Bilgisayar",54291.55,57849,2400 MHz,1 TB,2 GB,NVIDIA GeForce MX100
15.6 İnç,Windows,3840x2160 Piksel,LED (IPS),UHD,1.7 kg,16 GB,Intel Core i7-10750H,5.00 GHz,6 Çekirdek,Intel,2.60 GHz,12 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-nb-x1e-g3-20tk000dtx-i7-10750h-16g-512g-ssd-15-6-uhd-geforce-gtx-1650ti-4gvga-windows-10-pro-dizustu-bilgisayar-fiyatlari,956791930",Lenovo NB X1E G3 20TK000DTX i7-10750H 16G 512G SSD 15.6 UHD GEFORCE GTX 1650Ti 4GVGA Windows 10 Pro Dizüstü Bilgisayar,65241.45,69133,2933 MHz,Yok,4 GB,NVIDIA GeForce GTX 1650 Ti Max-Q
15.6 İnç,Windows,,,,,32 GB,Intel Core i9 -10885H,5.30 GHz,8 Çekirdek,Intel,2.40 GHz,16 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-zbook-fury-15-g7-2c9w5ea-i9-10885h-32-gb-512-gb-ssd-rtx-4000-windows-10-pro-15-6-inc-full-hd-laptop-notebook-fiyatlari,985294523",HP ZBook Fury 15 G7 2C9W5EA i9-10885H 32 GB 512 GB SSD RTX 4000 Windows 10 Pro 15.6 inç Full HD Laptop - Notebook,71999.0,79799,,,,
15.6 inç,FreeDos,1920x1080 Piksel,,,2.74 kg,16 GB,Intel Core i7-10750H,,6,Intel,2.60 GHz,,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-p15-20sua1e101-i7-10750h-16-gb-ram-512-gb-4-gb-t1000-ssd-free-dos-dizustu-bilgisayar-fiyatlari,741244142",Lenovo ThinkPad P15 20SUA1E101 i7-10750H 16 GB RAM 512 GB 4 GB T1000 SSD Free Dos Dizüstü Bilgisayar,72668.28,74861,2666 MHz,,4 GB,NVIDIA Quadro T1000
15.6 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,2.00 kg,64 GB,Intel Core i7-12650H,4.70 GHz,10 Çekirdek,Intel,2.30 GHz,24 MB,DDR5,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-tuf-dash-f15-fx517zr-hn013a36-intel-core-i7-12650h-64gb-512gb-ssd-rtx3070-15-6-tasinabilir-bilgisayar-fiyatlari,2104602103","Asus Tuf Dash F15 FX517ZR HN013A36 Intel Core i7 12650H 64GB 512GB SSD RTX3070 15.6"" Taşınabilir Bilgisayar",53539.0,57492,4800 MHz,,8 GB,NVIDIA GeForce RTX 3070
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,32 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx043-mws-thinkpad-p15-g2-i7-11800h-32-gb-512-gb-ssd-6-gb-rtx-a3000-windows-11-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092209204",Lenovo 20YQ000STX043 Mws Thinkpad P15 G2 İ7-11800h 32 GB 512 GB SSD 6 GB Rtx A3000 Windows 11 Pro 15.6 inç Mobil İş İstasyonu,67868.94,69329,3200 MHz,,6 GB,NVIDIA RTX A3000
15.6 inç,Windows,1920x1080 Piksel,LED (IPS),FHD,2.35 kg,32 GB,Intel Core i7-11850H,4.80 GHz,8 Çekirdek,Intel,,24 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-314k0ea01-zbook-fury-g8-intel-core-i7-11850h-32-gb-ram-1-tb-ssd-a2000-15-6-w10p-tasinabilir-bilgisayar-fiyatlari,1293865556","HP 314K0EA01 ZBook Fury G8 Intel Core i7-11850H 32 GB Ram 1 TB SSD A2000 15.6"" W10P Taşınabilir Bilgisayar",56699.0,58099,3200 MHz,,4 GB,NVIDIA RTX A2000
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,2.87 kg,20 GB,Intel Core i7-11800H,4.60 GHz,8 Çekirdek,Intel,2.30 GHz,24 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yq000stx017-mws-thinkpad-p15-g2-i7-11800h-20-gb-1-tb-ssd-6-gb-rtx-a3000-windows-10-pro-15-6-inc-mobil-is-istasyonu-fiyatlari,2092209181",Lenovo 20YQ000STX017 Mws Thinkpad P15 G2 İ7-11800h 20 GB 1 TB SSD 6 GB Rtx A3000 Windows 10 Pro 15.6 inç Mobil İş İstasyonu,67745.99,69203,3200 MHz,,6 GB,NVIDIA RTX A3000
